,Unnamed: 0.1,index,NDVI,AWEI,NDWI,MNDWI,Unnamed: 0,DHSID_EA,cname,year,lat,lon,n_asset,asset_index,n_water,water_index,cluster_id,adm1dhs,urban,path
8149,8149,8149,-0.029395642,0.11743795,0.15621373,-0.14480919,8150,IA-2015-7-00160006,IA,2015,13.6605106927,74.702954987,20,1.85182185645188,20,4.1,160006,16,R,dhs_train/IA-2015-7-00160006.npz
8150,8150,8150,0.15726523,-0.7638938,-0.13668868,-0.4094009,8151,IA-2015-7-00160014,IA,2015,17.9225676357,77.4045819583,21,0.277607480319526,21,4.33333333333333,160014,16,R,dhs_train/IA-2015-7-00160014.npz
8151,8151,8151,0.04398153,-0.19595358,0.0046487343,-0.35134652,8152,IA-2015-7-00160017,IA,2015,15.2790326939,76.4010851068,20,1.49852290809659,20,4.7,160017,16,U,dhs_train/IA-2015-7-00160017.npz
8152,8152,8152,0.052045994,-0.56380653,-0.06565847,-0.36229178,8153,IA-2015-7-00160021,IA,2015,14.1796345699,77.3836502438,21,0.63796931127682,21,4.80952380952381,160021,16,R,dhs_train/IA-2015-7-00160021.npz
8153,8153,8153,0.038453773,-0.6953326,-0.05277241,-0.37974137,8154,IA-2015-7-00160028,IA,2015,15.956736654,75.9657210526,21,0.40761088888087,21,4.52380952380952,160028,16,R,dhs_train/IA-2015-7-00160028.npz
8154,8154,8154,0.0889447,-0.8440732,-0.108258,-0.4091156,8155,IA-2015-7-00160030,IA,2015,12.9935281085,78.3315512997,21,0.859460236002833,21,4.47619047619048,160030,16,U,dhs_train/IA-2015-7-00160030.npz
8155,8155,8155,0.09236487,-0.65347123,-0.120944716,-0.42853025,8156,IA-2015-7-00160031,IA,2015,13.213250746,77.3874333876,20,1.27837136893074,20,4.35,160031,16,R,dhs_train/IA-2015-7-00160031.npz
8156,8156,8156,0.048688103,-0.21186005,0.06613377,-0.28095576,8157,IA-2015-7-00160033,IA,2015,16.238425139,75.6323162134,21,0.181915466300463,21,4.76190476190476,160033,16,R,dhs_train/IA-2015-7-00160033.npz
8157,8157,8157,0.08032042,0.010165963,0.038629632,-0.27557403,8158,IA-2015-7-00160044,IA,2015,12.5198427632,75.9756740927,20,1.50296043549531,20,4.45,160044,16,R,dhs_train/IA-2015-7-00160044.npz
8158,8158,8158,0.06099184,-0.33534825,-0.05919208,-0.34132528,8159,IA-2015-7-00160045,IA,2015,17.8882622117,77.5391869545,22,1.79865710322661,22,4.72727272727273,160045,16,U,dhs_train/IA-2015-7-00160045.npz
8159,8159,8159,0.07405277,-0.5320363,-0.009589705,-0.41302305,8160,IA-2015-7-00160049,IA,2015,13.1331178114,76.4190387337,22,1.53976558424579,22,4.54545454545455,160049,16,R,dhs_train/IA-2015-7-00160049.npz
8160,8160,8160,-0.002604613,-0.41896883,0.023667172,-0.31559214,8161,IA-2015-7-00160050,IA,2015,17.2048799168,75.7269194414,21,0.504879223773776,21,4.57142857142857,160050,16,R,dhs_train/IA-2015-7-00160050.npz
8161,8161,8161,0.29932445,-0.2443636,-0.044973005,-0.45894435,8162,IA-2015-7-00160052,IA,2015,12.6256298251,75.8012240835,20,1.72975998407121,20,4.7,160052,16,R,dhs_train/IA-2015-7-00160052.npz
8162,8162,8162,0.080989644,-0.15722105,-0.003915453,-0.31343582,8163,IA-2015-7-00160054,IA,2015,15.1051652089,74.93984812,21,-0.0798589722632006,21,4.42857142857143,160054,16,R,dhs_train/IA-2015-7-00160054.npz
8163,8163,8163,0.04953447,-0.49543604,0.0030952946,-0.33606452,8164,IA-2015-7-00160055,IA,2015,11.8540635401,76.8459859482,21,0.931956162518164,21,4.80952380952381,160055,16,R,dhs_train/IA-2015-7-00160055.npz
8164,8164,8164,0.1243578,-0.5385878,-0.06666003,-0.4475035,8165,IA-2015-7-00160071,IA,2015,12.9096334433,76.4496169458,21,1.02325815256004,21,4.57142857142857,160071,16,R,dhs_train/IA-2015-7-00160071.npz
8165,8165,8165,0.095275655,-0.8774041,-0.11598688,-0.43107274,8166,IA-2015-7-00160074,IA,2015,13.0771574212,76.9361645811,23,-0.363911800338192,23,4.34782608695652,160074,16,R,dhs_train/IA-2015-7-00160074.npz
8166,8166,8166,0.1259782,-0.8885183,-0.18414119,-0.4127563,8167,IA-2015-7-00160080,IA,2015,13.4541618294,77.7311565653,20,2.01731414515376,20,4.25,160080,16,U,dhs_train/IA-2015-7-00160080.npz
8167,8167,8167,0.09251377,-1.0302932,-0.11131374,-0.39821714,8168,IA-2015-7-00160093,IA,2015,13.8378139181,78.0603735778,23,0.40983328680795,23,4.43478260869565,160093,16,R,dhs_train/IA-2015-7-00160093.npz
8168,8168,8168,0.13959754,-0.3789122,-0.10475721,-0.45601177,8169,IA-2015-7-00160095,IA,2015,14.4664271744,75.9392022609,20,2.13883996369123,20,4.7,160095,16,U,dhs_train/IA-2015-7-00160095.npz
8169,8169,8169,0.11861084,-0.83849406,-0.12561393,-0.4050666,8170,IA-2015-7-00160096,IA,2015,13.1681951726,78.3898504306,20,2.0165002918458,20,4.4,160096,16,U,dhs_train/IA-2015-7-00160096.npz
8170,8170,8170,0.037009906,-0.28687018,0.028487727,-0.27991158,8171,IA-2015-7-00160101,IA,2015,17.281945039,76.130432412,20,-0.345086496923559,20,4.45,160101,16,R,dhs_train/IA-2015-7-00160101.npz
8171,8171,8171,-0.15238573,0.43090573,0.2614091,-0.01534483,8172,IA-2015-7-00160102,IA,2015,17.877228,77.305507,22,-1.05506981521804,22,4.54545454545455,160102,16,R,dhs_train/IA-2015-7-00160102.npz
8172,8172,8172,0.104899324,-0.58246124,-0.04548503,-0.42617476,8173,IA-2015-7-00160111,IA,2015,15.3010478123,76.8627748509,21,1.05516719843163,21,4.52380952380952,160111,16,R,dhs_train/IA-2015-7-00160111.npz
8173,8173,8173,0.33144352,-0.58791137,-0.19723043,-0.5010639,8174,IA-2015-7-00160114,IA,2015,15.280279439,74.5993309214,18,1.12364836016293,18,4.66666666666667,160114,16,R,dhs_train/IA-2015-7-00160114.npz
8174,8174,8174,0.138143,-0.92716914,-0.1557911,-0.4409989,8175,IA-2015-7-00160115,IA,2015,13.1200011552,78.1657608132,20,1.48512913232252,20,4.0,160115,16,U,dhs_train/IA-2015-7-00160115.npz
8175,8175,8175,0.22760037,-0.15248857,-0.012503403,-0.36677125,8176,IA-2015-7-00160118,IA,2015,12.847180704,74.9984576292,21,1.94560129456737,21,4.28571428571429,160118,16,R,dhs_train/IA-2015-7-00160118.npz
8176,8176,8176,0.13077633,-0.53856444,-0.17338194,-0.44441497,8177,IA-2015-7-00160122,IA,2015,14.2196279909,76.3904394692,21,2.20594189145882,21,4.42857142857143,160122,16,U,dhs_train/IA-2015-7-00160122.npz
8177,8177,8177,0.04483139,-0.13195778,0.015258984,-0.3350392,8178,IA-2015-7-00160124,IA,2015,16.4880901073,75.1210045369,22,0.418111456442241,22,4.63636363636364,160124,16,U,dhs_train/IA-2015-7-00160124.npz
8178,8178,8178,0.06619578,-0.62094504,-0.06806665,-0.37136978,8179,IA-2015-7-00160126,IA,2015,15.1081830605,75.6805600853,22,-1.08447844270325,22,4.77272727272727,160126,16,R,dhs_train/IA-2015-7-00160126.npz
8179,8179,8179,0.13542277,-0.69000834,-0.08609748,-0.32628268,8180,IA-2015-7-00160141,IA,2015,15.4564908325,75.3240337001,22,0.423835085067913,22,4.77272727272727,160141,16,R,dhs_train/IA-2015-7-00160141.npz
8180,8180,8180,0.29123086,-0.31717974,-0.16266517,-0.56376874,8181,IA-2015-7-00160144,IA,2015,12.9881730673,74.9560853554,20,1.98632172737896,20,4.45,160144,16,U,dhs_train/IA-2015-7-00160144.npz
8181,8181,8181,0.09515662,-0.7173769,-0.07917064,-0.44486633,8182,IA-2015-7-00160159,IA,2015,12.7521382818,76.4964167527,22,0.379613174050524,22,4.59090909090909,160159,16,R,dhs_train/IA-2015-7-00160159.npz
8182,8182,8182,0.08462403,-0.51880103,-0.009682919,-0.38632828,8183,IA-2015-7-00160161,IA,2015,12.8997891711,76.314703131,20,1.94579050269373,20,4.35,160161,16,R,dhs_train/IA-2015-7-00160161.npz
8183,8183,8183,0.0032248218,-0.17087212,0.030858384,-0.28432772,8184,IA-2015-7-00160171,IA,2015,17.2521051905,76.3036235553,21,-0.304217808798656,21,4.47619047619048,160171,16,R,dhs_train/IA-2015-7-00160171.npz
8184,8184,8184,0.1192554,-0.26605743,-0.023749808,-0.35340515,8185,IA-2015-7-00160178,IA,2015,13.3086725949,74.7527710685,20,2.05364077845247,20,4.0,160178,16,U,dhs_train/IA-2015-7-00160178.npz
8185,8185,8185,0.06900283,-0.24475834,-0.0011460199,-0.34900543,8186,IA-2015-7-00160180,IA,2015,16.3653712744,76.7939237762,19,0.322325841893392,19,4.52631578947368,160180,16,R,dhs_train/IA-2015-7-00160180.npz
8186,8186,8186,0.33370826,-0.29110697,-0.15215722,-0.52586555,8187,IA-2015-7-00160186,IA,2015,12.5798366546,75.8424731524,20,1.8071118304684,20,4.55,160186,16,R,dhs_train/IA-2015-7-00160186.npz
8187,8187,8187,0.09454494,-0.60848576,-0.10505725,-0.39759725,8188,IA-2015-7-00160189,IA,2015,13.5268809507,76.1706262698,21,1.60096765148451,21,4.80952380952381,160189,16,R,dhs_train/IA-2015-7-00160189.npz
8188,8188,8188,0.06530875,-0.62189144,-0.025354039,-0.40777168,8189,IA-2015-7-00160190,IA,2015,13.1623918425,76.3884490413,24,0.770706595404608,24,4.33333333333333,160190,16,R,dhs_train/IA-2015-7-00160190.npz
8189,8189,8189,0.13565022,-0.6476562,-0.09564397,-0.37657157,8190,IA-2015-7-00160197,IA,2015,16.2042857309,77.1318264617,22,0.0314093698983878,22,4.13636363636364,160197,16,R,dhs_train/IA-2015-7-00160197.npz
8190,8190,8190,0.0871753,-0.512015,-0.15285218,-0.41806236,8191,IA-2015-7-00160199,IA,2015,13.2426371609,77.715015764,22,2.17984988454701,22,4.31818181818182,160199,16,U,dhs_train/IA-2015-7-00160199.npz
8191,8191,8191,0.055893317,-0.32547915,-0.007899174,-0.3107176,8192,IA-2015-7-00160209,IA,2015,15.0056219616,76.6228124631,21,2.18038853150674,21,4.80952380952381,160209,16,R,dhs_train/IA-2015-7-00160209.npz
8192,8192,8192,0.020059248,0.011579854,0.10326162,-0.06629594,8193,IA-2015-7-00160218,IA,2015,13.0295501132,74.8037614043,21,2.01567329582361,21,4.19047619047619,160218,16,U,dhs_train/IA-2015-7-00160218.npz
8193,8193,8193,0.1063008,-0.56311005,-0.03330355,-0.40313494,8194,IA-2015-7-00160225,IA,2015,15.4141217951,74.9512657943,22,0.987005466008999,22,4.27272727272727,160225,16,R,dhs_train/IA-2015-7-00160225.npz
8194,8194,8194,0.18612333,-0.5201602,-0.079678774,-0.40944567,8195,IA-2015-7-00160234,IA,2015,13.3985833568,77.1553782492,20,-0.620012422241716,20,4.3,160234,16,R,dhs_train/IA-2015-7-00160234.npz
8195,8195,8195,0.07692718,-0.31441116,0.012450509,-0.38413435,8196,IA-2015-7-00160235,IA,2015,16.3724695462,76.5708408341,21,0.535160416661337,21,4.09523809523809,160235,16,R,dhs_train/IA-2015-7-00160235.npz
8196,8196,8196,0.18905795,-0.23018865,0.016858848,-0.4308929,8197,IA-2015-7-00160240,IA,2015,14.4062068164,74.4645660074,21,1.02585792524282,21,4.14285714285714,160240,16,R,dhs_train/IA-2015-7-00160240.npz
8197,8197,8197,0.045112383,-0.37108597,-0.020084506,-0.3854192,8198,IA-2015-7-00160241,IA,2015,16.0672538878,77.0664118566,21,0.658187947011969,21,4.47619047619048,160241,16,R,dhs_train/IA-2015-7-00160241.npz
8198,8198,8198,0.1339966,-0.5338721,-0.1936252,-0.42552847,8199,IA-2015-7-00160246,IA,2015,13.1612418481,77.5119979224,21,2.48837749228193,21,4.80952380952381,160246,16,R,dhs_train/IA-2015-7-00160246.npz
8199,8199,8199,0.015158027,-0.13447508,0.081537016,-0.06283084,8200,IA-2015-7-00160250,IA,2015,14.0317291596,74.525177108,19,1.57072685527133,19,4.0,160250,16,R,dhs_train/IA-2015-7-00160250.npz
8200,8200,8200,0.2431707,-0.4437608,-0.03071894,-0.48758382,8201,IA-2015-7-00160253,IA,2015,13.5519501715,74.7434391402,20,1.77078144366078,20,4.15,160253,16,R,dhs_train/IA-2015-7-00160253.npz
8201,8201,8201,-0.09223958,0.12057653,0.20795698,0.02266766,8202,IA-2015-7-00160258,IA,2015,13.7206695672,75.6315448884,21,1.62766791669278,21,4.71428571428571,160258,16,R,dhs_train/IA-2015-7-00160258.npz
8202,8202,8202,-0.27703267,0.5418349,0.38577536,0.73714846,8203,IA-2015-7-00160263,IA,2015,14.5419312668,74.3211444938,18,2.42550177772036,18,4.38888888888889,160263,16,R,dhs_train/IA-2015-7-00160263.npz
8203,8203,8203,-0.045716185,0.016468156,0.123376,-0.043986816,8204,IA-2015-7-00160269,IA,2015,16.1726369084,76.1014608691,20,0.160383118434375,20,4.25,160269,16,R,dhs_train/IA-2015-7-00160269.npz
8204,8204,8204,0.1645326,-0.8196935,-0.22754587,-0.4890564,8205,IA-2015-7-00160270,IA,2015,11.8594016917,76.9426695826,21,0.464817433324236,21,4.66666666666667,160270,16,R,dhs_train/IA-2015-7-00160270.npz
8205,8205,8205,0.09116103,-1.0028818,-0.123130076,-0.38536087,8206,IA-2015-7-00160271,IA,2015,14.897998291,76.5700121395,21,-0.260231975813824,21,4.09523809523809,160271,16,R,dhs_train/IA-2015-7-00160271.npz
8206,8206,8206,0.0969515,-0.10759268,-0.00080720056,-0.30129683,8207,IA-2015-7-00160290,IA,2015,17.8236292504,77.2646292835,21,-0.107055270509523,21,4.09523809523809,160290,16,R,dhs_train/IA-2015-7-00160290.npz
8207,8207,8207,0.03028761,-0.40221196,0.017690053,-0.31799692,8208,IA-2015-7-00160293,IA,2015,16.2587598477,76.0999252485,22,-0.211211219852061,22,4.45454545454545,160293,16,R,dhs_train/IA-2015-7-00160293.npz
8208,8208,8208,0.05009765,-0.3883792,0.0013117555,-0.37939134,8209,IA-2015-7-00160294,IA,2015,16.5366589196,76.7542959164,20,1.69816006903985,20,4.7,160294,16,U,dhs_train/IA-2015-7-00160294.npz
8209,8209,8209,0.05964067,-0.3849336,0.0037529566,-0.36004454,8210,IA-2015-7-00160297,IA,2015,14.3935988912,75.1471895795,20,1.31343127816405,20,4.7,160297,16,R,dhs_train/IA-2015-7-00160297.npz
8210,8210,8210,0.04649912,0.05671632,0.043241654,-0.30742458,8211,IA-2015-7-00160298,IA,2015,16.2351528416,74.9565581209,20,0.178817394164032,20,4.6,160298,16,R,dhs_train/IA-2015-7-00160298.npz
8211,8211,8211,-0.027327368,0.13325872,0.13369372,-0.2889601,8212,IA-2015-7-00160299,IA,2015,16.422366339,75.8046529675,21,0.725102244329786,21,4.66666666666667,160299,16,R,dhs_train/IA-2015-7-00160299.npz
8212,8212,8212,0.07804198,-0.6405207,-0.03615589,-0.39903244,8213,IA-2015-7-00160300,IA,2015,13.3502599408,77.8404372655,20,0.512661670785547,20,4.5,160300,16,R,dhs_train/IA-2015-7-00160300.npz
8213,8213,8213,-0.0034610908,0.03701,0.05027994,-0.416179,8214,IA-2015-7-00160302,IA,2015,15.65701199,76.8720157708,20,0.709185651809145,20,4.15,160302,16,R,dhs_train/IA-2015-7-00160302.npz
8214,8214,8214,0.003887164,0.29576424,0.05257544,-0.25845534,8215,IA-2015-7-00160305,IA,2015,17.9930146299,77.4867674068,21,0.0867508150623209,21,4.42857142857143,160305,16,R,dhs_train/IA-2015-7-00160305.npz
8215,8215,8215,-0.004354411,-0.30382746,0.018951906,-0.25417227,8216,IA-2015-7-00160306,IA,2015,15.468899859,76.1314109375,22,1.30317969420386,22,4.68181818181818,160306,16,R,dhs_train/IA-2015-7-00160306.npz
8216,8216,8216,0.17065735,-0.94703305,-0.22187561,-0.41866714,8217,IA-2015-7-00160307,IA,2015,14.3470498127,75.4753489312,21,1.28681679981091,21,4.52380952380952,160307,16,R,dhs_train/IA-2015-7-00160307.npz
8217,8217,8217,0.0672776,-0.4212178,-0.024564486,-0.34911266,8218,IA-2015-7-00160318,IA,2015,16.8003456161,77.1313456184,20,0.475884039960223,20,4.7,160318,16,R,dhs_train/IA-2015-7-00160318.npz
8218,8218,8218,0.086820394,-0.33414054,-0.08037783,-0.40874124,8219,IA-2015-7-00160324,IA,2015,12.9753152931,77.5799883887,21,2.90173855113816,21,4.80952380952381,160324,16,U,dhs_train/IA-2015-7-00160324.npz
8219,8219,8219,-0.121416196,0.20760937,0.26683939,0.31402263,8220,IA-2015-7-00160328,IA,2015,13.7584560658,74.6385680815,22,2.0079469971226,22,4.09090909090909,160328,16,R,dhs_train/IA-2015-7-00160328.npz
8220,8220,8220,0.008535714,-0.4885401,-0.038603865,-0.3167541,8221,IA-2015-7-00160330,IA,2015,17.554971349,76.3699048471,21,1.25283222609171,21,4.71428571428571,160330,16,R,dhs_train/IA-2015-7-00160330.npz
8221,8221,8221,0.22619292,-0.30588296,-0.019936988,-0.4565641,8222,IA-2015-7-00160331,IA,2015,13.1285158035,75.0370556615,21,1.83144184074941,21,4.19047619047619,160331,16,R,dhs_train/IA-2015-7-00160331.npz
8222,8222,8222,-0.07152002,-0.15683542,0.13317485,-0.028606966,8223,IA-2015-7-00160345,IA,2015,16.2193396995,76.2916446186,20,0.03710368830006,20,4.1,160345,16,R,dhs_train/IA-2015-7-00160345.npz
8223,8223,8223,0.14855132,0.036611706,0.052056193,-0.27359775,8224,IA-2015-7-00160350,IA,2015,15.2914772355,74.5456925733,21,2.02454494229137,21,4.38095238095238,160350,16,R,dhs_train/IA-2015-7-00160350.npz
8224,8224,8224,0.11236978,-0.50081134,-0.05846982,-0.38522604,8225,IA-2015-7-00160356,IA,2015,12.6972486305,75.9674059879,22,0.255977971066342,22,4.22727272727273,160356,16,R,dhs_train/IA-2015-7-00160356.npz
8225,8225,8225,0.12753989,-0.17019084,-0.02736676,-0.36210105,8226,IA-2015-7-00160357,IA,2015,12.0970072578,77.0478621293,21,-0.413070613548202,21,4.0,160357,16,R,dhs_train/IA-2015-7-00160357.npz
8226,8226,8226,0.04178595,-0.06693099,0.07988578,-0.3260889,8227,IA-2015-7-00160358,IA,2015,13.1693349915,76.5500072588,22,0.574510053745679,22,4.18181818181818,160358,16,R,dhs_train/IA-2015-7-00160358.npz
8227,8227,8227,0.106055334,-0.90834105,-0.13480249,-0.39755845,8228,IA-2015-7-00160359,IA,2015,11.8432606226,76.6913106393,21,-0.113917685886997,21,4.28571428571429,160359,16,R,dhs_train/IA-2015-7-00160359.npz
8228,8228,8228,0.083860986,-0.17072067,-0.012608215,-0.39577395,8229,IA-2015-7-00160361,IA,2015,15.8810986086,74.4764265625,21,2.89552640376753,21,4.71428571428571,160361,16,U,dhs_train/IA-2015-7-00160361.npz
8229,8229,8229,0.23535657,-0.1279787,0.032648966,-0.43179882,8230,IA-2015-7-00160363,IA,2015,12.8197593633,75.1752267566,20,1.92181010662829,20,4.05,160363,16,R,dhs_train/IA-2015-7-00160363.npz
8230,8230,8230,0.063441046,-0.24483186,-0.0006247353,-0.34775695,8231,IA-2015-7-00160365,IA,2015,16.3652319428,76.7810350126,21,0.893519806724098,21,4.52380952380952,160365,16,R,dhs_train/IA-2015-7-00160365.npz
8231,8231,8231,0.14706588,-0.89288163,-0.18664038,-0.45572916,8232,IA-2015-7-00160372,IA,2015,12.9274801837,78.2714963925,20,1.40785316948327,20,4.55,160372,16,U,dhs_train/IA-2015-7-00160372.npz
8232,8232,8232,0.15251735,-0.39672413,-0.051036384,-0.38033554,8233,IA-2015-7-00160380,IA,2015,14.3417907498,75.1205323988,21,0.126346175532411,21,4.19047619047619,160380,16,R,dhs_train/IA-2015-7-00160380.npz
8233,8233,8233,0.09848381,-0.010540479,0.035230204,-0.3630122,8234,IA-2015-7-00160398,IA,2015,13.7594124638,75.8461406206,18,1.62567015457911,18,4.5,160398,16,R,dhs_train/IA-2015-7-00160398.npz
8234,8234,8234,0.059393205,-0.15814151,0.04840638,-0.3676319,8235,IA-2015-7-00160400,IA,2015,16.4752131913,75.1069969986,21,0.924380613188228,21,4.61904761904762,160400,16,U,dhs_train/IA-2015-7-00160400.npz
8235,8235,8235,0.026856236,-0.49303383,-0.0046042763,-0.31488344,8236,IA-2015-7-00160401,IA,2015,17.9064583185,77.0327063841,21,-0.468476031691648,21,4.04761904761905,160401,16,R,dhs_train/IA-2015-7-00160401.npz
8236,8236,8236,0.18206736,-0.31598243,-0.10346192,-0.33260053,8237,IA-2015-7-00160405,IA,2015,14.4134767933,74.4261835086,22,2.10318083148978,22,4.27272727272727,160405,16,U,dhs_train/IA-2015-7-00160405.npz
8237,8237,8237,0.20473202,0.043016825,0.082612835,-0.38471138,8238,IA-2015-7-00160406,IA,2015,13.3756936503,74.8752828636,21,1.73055362165625,21,4.28571428571429,160406,16,R,dhs_train/IA-2015-7-00160406.npz
8238,8238,8238,0.08997209,-0.4698215,-0.055300236,-0.3538463,8239,IA-2015-7-00160407,IA,2015,16.0871290442,77.3134465413,23,0.643159329780323,23,4.30434782608696,160407,16,R,dhs_train/IA-2015-7-00160407.npz
8239,8239,8239,0.16858353,-0.44913188,-0.086525284,-0.39816532,8240,IA-2015-7-00160423,IA,2015,12.9045730215,74.8530024506,20,2.47305559389841,20,4.55,160423,16,U,dhs_train/IA-2015-7-00160423.npz
8240,8240,8240,0.28917906,-0.47700256,-0.23334062,-0.47972357,8241,IA-2015-7-00160424,IA,2015,13.8744950722,75.6651573229,20,1.77609061398923,20,4.55,160424,16,U,dhs_train/IA-2015-7-00160424.npz
8241,8241,8241,0.06401136,-0.49056765,-0.014809256,-0.38048473,8242,IA-2015-7-00160430,IA,2015,15.1080050877,75.3475855746,22,0.174592677412843,22,4.45454545454545,160430,16,R,dhs_train/IA-2015-7-00160430.npz
8242,8242,8242,0.11714698,-0.2384415,-0.021139441,-0.3895906,8243,IA-2015-7-00160431,IA,2015,14.4042183595,74.9108022608,23,0.604924131383485,23,4.08695652173913,160431,16,R,dhs_train/IA-2015-7-00160431.npz
8243,8243,8243,0.006582182,-0.39739367,0.016617,-0.2943848,8244,IA-2015-7-00160436,IA,2015,17.1862000377,75.7338515471,21,0.127165338230989,21,4.52380952380952,160436,16,R,dhs_train/IA-2015-7-00160436.npz
8244,8244,8244,0.11223246,-0.5283279,-0.15186659,-0.4621198,8245,IA-2015-7-00160439,IA,2015,13.1402387456,78.1162475334,21,2.67311009894742,21,4.09523809523809,160439,16,U,dhs_train/IA-2015-7-00160439.npz
8245,8245,8245,-0.15858193,0.39155018,0.27889255,0.3531288,8246,IA-2015-7-00160444,IA,2015,14.8588792907,74.1287547805,20,2.32691781727029,20,4.45,160444,16,U,dhs_train/IA-2015-7-00160444.npz
8246,8246,8246,0.21323715,-0.607345,-0.25242788,-0.46608233,8247,IA-2015-7-00160445,IA,2015,13.2853671083,77.5251983306,20,1.62513354961182,20,4.35,160445,16,R,dhs_train/IA-2015-7-00160445.npz
8247,8247,8247,0.0720674,-0.25674248,-0.09006528,-0.45742375,8248,IA-2015-7-00160446,IA,2015,13.0736753892,77.4089198108,20,2.57229152216017,20,4.8,160446,16,U,dhs_train/IA-2015-7-00160446.npz
8248,8248,8248,0.18734534,-0.27364185,-0.041066315,-0.44306597,8249,IA-2015-7-00160449,IA,2015,13.3885818531,74.8976394387,18,2.05816228007353,18,4.33333333333333,160449,16,R,dhs_train/IA-2015-7-00160449.npz
8249,8249,8249,0.08724443,-0.48271915,-0.041583497,-0.3919389,8250,IA-2015-7-00160451,IA,2015,13.9882462816,76.1095823211,22,0.012839602554521,22,4.36363636363636,160451,16,R,dhs_train/IA-2015-7-00160451.npz
8250,8250,8250,-0.04731693,0.055967517,0.016061608,-0.34431073,8251,IA-2015-7-00160466,IA,2015,12.3074503633,76.680866009,22,1.43277067852906,22,4.54545454545455,160466,16,R,dhs_train/IA-2015-7-00160466.npz
8251,8251,8251,0.167712,-0.77096295,-0.16159223,-0.41229972,8252,IA-2015-7-00160467,IA,2015,17.1765053945,77.3332584196,22,0.839018019787228,22,4.72727272727273,160467,16,U,dhs_train/IA-2015-7-00160467.npz
8252,8252,8252,0.21827504,-1.1417947,-0.22181645,-0.4551739,8253,IA-2015-7-00160469,IA,2015,13.1364050558,78.2136248848,21,1.16184031914117,21,4.71428571428571,160469,16,R,dhs_train/IA-2015-7-00160469.npz
8253,8253,8253,0.15568611,-0.60252005,-0.21087024,-0.46242723,8254,IA-2015-7-00160470,IA,2015,13.1518394822,77.9953907168,20,1.59891330233344,20,4.35,160470,16,R,dhs_train/IA-2015-7-00160470.npz
8254,8254,8254,0.081561275,-0.62526983,-0.070345744,-0.3543691,8255,IA-2015-7-00160477,IA,2015,15.7291559764,75.7327469354,21,-0.170682605733292,21,4.23809523809524,160477,16,U,dhs_train/IA-2015-7-00160477.npz
8255,8255,8255,0.044932686,-1.1733611,-0.12015731,-0.40284723,8256,IA-2015-7-00160485,IA,2015,14.5936601616,76.7118235092,22,0.729148696938348,22,4.77272727272727,160485,16,R,dhs_train/IA-2015-7-00160485.npz
8256,8256,8256,0.13208695,-0.5349617,-0.17379929,-0.44449914,8257,IA-2015-7-00160488,IA,2015,14.2193854883,76.3920678542,20,2.34088694546858,20,4.45,160488,16,U,dhs_train/IA-2015-7-00160488.npz
8257,8257,8257,0.104893446,-0.24389125,-0.02411087,-0.42046294,8258,IA-2015-7-00160489,IA,2015,12.5427517517,76.9064058332,18,1.54722920915584,18,4.72222222222222,160489,16,U,dhs_train/IA-2015-7-00160489.npz
8258,8258,8258,0.19300294,-0.18308601,-0.012246434,-0.3862196,8259,IA-2015-7-00160490,IA,2015,14.7801444364,74.173016628,21,1.48609339983535,21,4.0,160490,16,R,dhs_train/IA-2015-7-00160490.npz
8259,8259,8259,-0.008506512,-0.38464513,0.0039738365,-0.2981653,8260,IA-2015-7-00160491,IA,2015,17.681929972,76.6390975749,22,0.117764659289657,22,4.72727272727273,160491,16,R,dhs_train/IA-2015-7-00160491.npz
8260,8260,8260,0.29278395,-0.0677465,0.023749301,-0.4804138,8261,IA-2015-7-00160503,IA,2015,13.3229873683,75.4393366569,21,1.30794146521027,21,4.47619047619048,160503,16,R,dhs_train/IA-2015-7-00160503.npz
8261,8261,8261,0.1419945,-0.7761026,-0.10991922,-0.4376184,8262,IA-2015-7-00160504,IA,2015,13.5271218149,77.7011263119,21,-0.724582362747246,21,4.0,160504,16,R,dhs_train/IA-2015-7-00160504.npz
8262,8262,8262,0.2500173,-0.5742884,-0.1270684,-0.4611301,8263,IA-2015-7-00160505,IA,2015,12.916532724,74.9108938845,19,1.99379424306763,19,4.63157894736842,160505,16,U,dhs_train/IA-2015-7-00160505.npz
8263,8263,8263,0.21010177,-1.2084494,-0.23698092,-0.46066195,8264,IA-2015-7-00160506,IA,2015,14.1981091255,75.5634614346,21,1.16673785188822,21,4.80952380952381,160506,16,R,dhs_train/IA-2015-7-00160506.npz
8264,8264,8264,0.28550303,-0.20358866,-0.031062493,-0.50510126,8265,IA-2015-7-00160512,IA,2015,13.2409984493,75.6523550246,20,1.73876378629054,20,4.65,160512,16,R,dhs_train/IA-2015-7-00160512.npz
8265,8265,8265,-0.00096340675,-0.5704883,-0.029919926,-0.33296907,8266,IA-2015-7-00160513,IA,2015,17.6589072251,76.7826496086,21,-0.108542704294424,21,4.14285714285714,160513,16,R,dhs_train/IA-2015-7-00160513.npz
8266,8266,8266,0.048044518,-0.6062149,-0.015472641,-0.341541,8267,IA-2015-7-00160514,IA,2015,16.1461742012,76.669123361,21,0.603126726401613,21,4.71428571428571,160514,16,R,dhs_train/IA-2015-7-00160514.npz
